Code,Name,Category,Tags
E882,,duplicate,
E883,,duplicate,
E884,,duplicate,
E885,,duplicate,
E886,,duplicate,
E887,,duplicate,
E888,,duplicate,
E889,,duplicate,
E88A,,duplicate,
E88B,,language,
E88C,,language,
E88D,,language,
E88E,,duplicate;flashdrive,
E88F,,duplicate,
E890,View,,
E891,,duplicate,
E892,Previous,media;controls,
E893,Next,media;controls,
E894,Clear,close,
E895,Sync,,
E896,Download,,
E897,Help,questionmark,
E898,Upload,,
E899,Emoji,,
E89A,TwoPage,page;view;document,
E89B,LeaveChat,chat;leave;message,
E89C,MailForward,email;forward,
E89E,RotateCamera,,
E89F,ClosePane,,
E8A0,OpenPane,,
E8A1,PreviewLink,,
E8A2,AttachCamera,camera;trigger,
E8A3,ZoomIn,magnify,
E8A4,Bookmarks,outline,
E8A5,Document,,
E8A6,ProtectedDocument,file;protected;lock,
E8A7,,duplicate,
E8A8,MailFill,email,
E8A9,ViewAll,,
E8AA,VideoChat,,
E8AB,Switch,,
E8AC,Rename,,
E8AD,Go,,
E8AE,,duplicate,
E8AF,Remote,chevron,
E8B0,,duplicate,
E8B1,Shuffle,,
E8B3,SelectAll,duplicate,
E8B4,Orientation,,
E8B5,Import,,
E8B6,ImportAll,,
E8B7,Folder,,
E8B8,Webcam,,
E8B9,,duplicate,
E8BA,Caption,media;text,
E8BB,,duplicate,
E8BC,ShowResults,,
E8BD,Message,,
E8BE,,duplicate,
E8BF,CalendarDay,calendar;day;date,
E8C0,,duplicate,
E8C1,Characters,,
E8C2,MailReplyAll,email;reply all,
E8C3,Read,email;read,
E8C4,ShowBCC,email,
E8C5,HideBCC,email,
E8C6,Cut,cut;content,
E8C8,Copy,pages;content,
E8C9,Important,alert,
E8CA,MailReply,email;reply,
E8CB,Sort,,
E8CC,,duplicate;mobile,
E8CD,DisconnectDrive,drive;network,
E8CE,MapDrive,network;drive,
E8CF,ContactPresence,account,
E8D0,Priority,,
E8D1,GoToToday,calendar;date;today,
E8D2,Font,font;format,
E8D3,Fontcolor,format;font,
E8D4,Contact2,account,
E8D5,,duplicate,
E8D6,Audio,music,
E8D7,Permissions,,
E8D8,DisableUpdates,,
E8D9,Unfavorite,star;block,
E8DA,OpenLocal,folder;up,
E8DB,Italic,format,
E8DC,Underline,format,
E8DD,Bold,strong;format,
E8DE,MoveToFolder,folder,
E8DF,LikeDislike,,
E8E0,Dislike,,
E8E1,Like,,
E8E2,AlignRight,align;right;format,
E8E3,AlignCenter,align;center;format,
E8E4,AlignLeft,align;left;format,
E8E5,OpenFile,file;document;open;up,
E8E6,ClearSelection,,
E8E7,FontDecrease,text;format,
E8E8,FontIncrease,text;format,
E8E9,FontSize,text;format,
E8EA,Cellphone,,
E8EB,Reshare,retweet,
E8EC,Tag,,
E8ED,RepeatOne,,
E8EE,RepeatAll,,
E8EF,Calculator,math,
E8F0,Directions,,
E8F1,Library,books,
E8F2,,duplicate,
E8F3,PostUpdate,,
E8F4,NewFolder,folder;new;plus;add,
E8F5,CalendarWeek,calendar;week;date,
E8F6,UnSyncFolder,sync,
E8F7,SyncFolder,,
E8F8,BlockContact,block;account;contact,
E8F9,SwitchApps,,
E8FA,AddFriend,add;plus;account,
E8FB,Accept,Check,
E8FC,GoToStart,,
E8FD,BulletedList,bullet;list,
E8FE,Scan,device,
E8FF,Preview,document;file,
E904,ZeroBars,,
E905,OneBar,wifi;signal,
E906,TwoBars,wifi;signal,
E907,ThreeBars,wifi;signal,
E908,FourBars,wifi;signal,
E909,World,,
E90A,Comment,quotes,
E90B,MusicInfo,audio,
E90C,DockLeft,,
E90D,DockRight,,
E90E,DockBottom,,
E90F,Repair,,
E910,Accounts,at;email,
E912,Manage,textbox;textfield;toolbox,
E913,Street,,
E914,,duplicate,
E915,,duplicate,
E916,,duplicate,
E91B,,duplicate,
E91C,,duplicate;comment-outline,
E91F,,duplicate,
E921,,duplicate,
E922,,duplicate,
E923,,duplicate,
E924,,duplicate;selection-scissor,
E925,,duplicate,
E926,,duplicate,
E927,,duplicate,
E928,,duplicate,
E929,,duplicate;transcribe,
E92C,,duplicate,
E92D,,duplicate,
E92E,,duplicate,
E92F,,duplicate,
E930,,duplicate,
E931,,duplicate,
E933,,duplicate,
E934,,duplicate,
E935,,duplicate,
E936,,duplicate,
E937,,duplicate,
E938,,duplicate,
E939,,duplicate,
E943,,duplicate,
E944,,duplicate,
E945,,duplicate;lightning,
E946,,duplicate,
E947,,duplicate,
E948,,duplicate,
E949,,duplicate,
E94A,,duplicate,
E94B,,duplicate,
E94C,,duplicate,
E94D,,duplicate,
E94E,,duplicate,
E94F,,duplicate,
E950,,duplicate,
E951,,duplicate;tv,
E952,,duplicate,
E953,,duplicate,
E954,,duplicate,
E955,,duplicate;mp3-player,
E956,,duplicate,
E957,,duplicate,
E958,,duplicate;disk,
E95A,,duplicate;scan;weather,
E95B,,duplicate,
E95D,,duplicate,
E95E,,duplicate,
E960,,duplicate,
E961,,duplicate,
E962,,duplicate,
E963,,duplicate,
E964,,duplicate;controller;processor,
E965,,duplicate;switch,
E966,,duplicate,
E967,,duplicate,
E968,,duplicate,
E969,,duplicate;switch-wireless,
E96A,,duplicate,
E96D,,duplicate,
E96E,,duplicate,
E96F,,duplicate,
E970,,duplicate,
E971,,duplicate,
E972,,duplicate,
E973,,duplicate,
E974,,duplicate,
E975,,duplicate,
E976,,duplicate,
E977,,duplicate,
E978,,duplicate,
E979,,duplicate,
E97A,,duplicate,
E97B,SetTile,,
E97C,,duplicate,
E97D,,language,
E97E,,duplicate,
E97F,,duplicate,
E980,,language,
E981,,language,
E982,,language,
E983,,language,
E984,,language,
E985,,language,
E986,,language,
E987,,language,
E988,,language,
E989,,language,
E98A,,language,
E98F,,duplicate;construction,
E990,,duplicate;console;one,
E992,,duplicate,
E993,,duplicate,
E994,,duplicate,
E995,,duplicate,
E996,BatteryUnknown,,
E998,,duplicate,
E9A1,,duplicate;share,
E9A8,,duplicate,
E9A9,,duplicate,
E9AA,,duplicate,
E9AB,,duplicate,
E9AC,,duplicate,
E9AE,,duplicate,
E9AF,,language,
E9B3,,duplicate,
E9B4,,duplicate,
E9B5,,duplicate,
E9B6,,duplicate,
E9B7,,duplicate,
E9B8,,duplicate,
E9B9,,duplicate,
E9BA,,duplicate,
E9BB,,duplicate,
E9BC,,duplicate,
EA1F,,duplicate,
EA21,,duplicate,
EA24,,duplicate,
EA25,,duplicate,
EA26,,duplicate,
EA27,,duplicate,
