Code,Name,Category,Tags
e4c5,Bottle Water,Food + Beverage,h2o;plastic;water
e4c5,Bottle Water,Humanitarian,h2o;plastic;water
e4c6,Bowl Food,Food + Beverage,catfood;dogfood;food;rice
e4c6,Bowl Food,Humanitarian,catfood;dogfood;food;rice
e2eb,Bowl Rice,Food + Beverage,boiled;cooked;cooked rice;rice;steamed
e2eb,Bowl Rice,Humanitarian,boiled;cooked;cooked rice;rice;steamed
f436,Bowling Ball,Sports + Fitness,alley;candlepin;gutter;lane;strike;tenpin
f466,Box,Logistics,archive;box;container;package;parcel;storage
f187,Box Archive,Business,box;package;save;storage
f187,Box Archive,Coding,box;package;save;storage
f187,Box Archive,Files,box;package;save;storage
f187,Box Archive,Moving,box;package;save;storage
f187,Box Archive,Writing,box;package;save;storage
f49e,Box Open,Moving,archive;container;package;storage;unpack
e05b,Box Tissue,Household,cough;covid-19;kleenex;mucus;nose;sneeze;snot
e4c7,Boxes Packing,Business,archive;box;package;storage;supplies
e4c7,Boxes Packing,Humanitarian,archive;box;package;storage;supplies
e4c7,Boxes Packing,Logistics,archive;box;package;storage;supplies
e4c7,Boxes Packing,Moving,archive;box;package;storage;supplies
f468,Boxes Stacked,Logistics,archives;inventory;storage;warehouse
f2a1,Braille,Accessibility,alphabet;blind;dots;raised;vision
f5dc,Brain,Medical + Health,brain;cerebellum;gray matter;intellect;intelligent;knowledge;medulla oblongata;mind;noodle;scholar;wit
f5dc,Brain,Science,brain;cerebellum;gray matter;intellect;intelligent;knowledge;medulla oblongata;mind;noodle;scholar;wit
e46c,Brazilian Real Sign,Money,brazilian real sign;currency
f7ec,Bread Slice,Food + Beverage,bake;bakery;baking;dough;flour;gluten;grain;sandwich;sourdough;toast;wheat;yeast
e4c8,Bridge,Humanitarian,bridge;road
e4c8,Bridge,Logistics,bridge;road
e4c8,Bridge,Maps,bridge;road
e4c9,Bridge Circle Check,Humanitarian,bridge;enable;not affected;ok;okay;road;validate;working
e4c9,Bridge Circle Check,Logistics,bridge;enable;not affected;ok;okay;road;validate;working
e4ca,Bridge Circle Exclamation,Humanitarian,affected;bridge;failed;road
e4ca,Bridge Circle Exclamation,Logistics,affected;bridge;failed;road
e4cb,Bridge Circle Xmark,Humanitarian,bridge;destroy;road;uncheck
e4cb,Bridge Circle Xmark,Logistics,bridge;destroy;road;uncheck
e4cc,Bridge Lock,Humanitarian,bridge;closed;lockdown;padlock;privacy;quarantine;road
e4cc,Bridge Lock,Logistics,bridge;closed;lockdown;padlock;privacy;quarantine;road
e4ce,Bridge Water,Humanitarian,bridge;road
e4ce,Bridge Water,Logistics,bridge;road
e4ce,Bridge Water,Maps,bridge;road
f0b1,Briefcase,Business,bag;briefcas;briefcase;business;luggage;offer;office;portfolio;work
f0b1,Briefcase,Maps,bag;briefcas;briefcase;business;luggage;offer;office;portfolio;work
f0b1,Briefcase,Travel + Hotel,bag;briefcas;briefcase;business;luggage;offer;office;portfolio;work
f469,Briefcase Medical,Medical + Health,doctor;emt;first aid;health
f51a,Broom,Halloween,broom;clean;cleaning;firebolt;fly;halloween;nimbus 2000;quidditch;sweep;sweeping;witch
f458,Broom Ball,Sports + Fitness,ball;bludger;broom;golden snitch;harry potter;hogwarts;quaffle;sport;wizard
f55d,Brush,Construction,art;bristles;color;handle;maintenance;modify;paint
f55d,Brush,Design,art;bristles;color;handle;maintenance;modify;paint
f55d,Brush,Editing,art;bristles;color;handle;maintenance;modify;paint
e4cf,Bucket,Camping,bucket;pail;sandcastle
e4cf,Bucket,Childhood,bucket;pail;sandcastle
e4cf,Bucket,Construction,bucket;pail;sandcastle
e4cf,Bucket,Humanitarian,bucket;pail;sandcastle
f188,Bug,Coding,beetle;error;glitch;insect;repair;report
f188,Bug,Nature,beetle;error;glitch;insect;repair;report
f188,Bug,Security,beetle;error;glitch;insect;repair;report
e490,Bug Slash,Coding,beetle;disabled;fix;glitch;insect;optimize;repair;report;warning
e490,Bug Slash,Security,beetle;disabled;fix;glitch;insect;optimize;repair;report;warning
e4d0,Bugs,Animals,bedbug;infestation;lice;plague;ticks
e4d0,Bugs,Disaster + Crisis,bedbug;infestation;lice;plague;ticks
e4d0,Bugs,Humanitarian,bedbug;infestation;lice;plague;ticks
e4d0,Bugs,Nature,bedbug;infestation;lice;plague;ticks
f1ad,Building,Buildings,apartment;building;business;city;company;office;office building;urban;work
f1ad,Building,Business,apartment;building;business;city;company;office;office building;urban;work
f1ad,Building,Humanitarian,apartment;building;business;city;company;office;office building;urban;work
f1ad,Building,Maps,apartment;building;business;city;company;office;office building;urban;work
e4d1,Building Circle Arrow Right,Buildings,building;city;distribution center;office
e4d1,Building Circle Arrow Right,Humanitarian,building;city;distribution center;office
e4d2,Building Circle Check,Buildings,building;city;enable;not affected;office;ok;okay;validate;working
e4d2,Building Circle Check,Humanitarian,building;city;enable;not affected;office;ok;okay;validate;working
e4d3,Building Circle Exclamation,Buildings,affected;building;city;failed;office
e4d3,Building Circle Exclamation,Humanitarian,affected;building;city;failed;office
e4d4,Building Circle Xmark,Buildings,building;city;destroy;office;uncheck
e4d4,Building Circle Xmark,Humanitarian,building;city;destroy;office;uncheck
f19c,Building Columns,Buildings,bank;building;college;education;institution;museum;students
f19c,Building Columns,Humanitarian,bank;building;college;education;institution;museum;students
f19c,Building Columns,Maps,bank;building;college;education;institution;museum;students
e4d5,Building Flag,Buildings,building;city;diplomat;embassy;flag;headquarters;united nations
e4d5,Building Flag,Humanitarian,building;city;diplomat;embassy;flag;headquarters;united nations
e4d5,Building Flag,Political,building;city;diplomat;embassy;flag;headquarters;united nations
e4d6,Building Lock,Buildings,building;city;closed;lock;lockdown;padlock;privacy;quarantine;secure
e4d6,Building Lock,Humanitarian,building;city;closed;lock;lockdown;padlock;privacy;quarantine;secure
e4d6,Building Lock,Security,building;city;closed;lock;lockdown;padlock;privacy;quarantine;secure
e4d7,Building Ngo,Buildings,building;city;non governmental organization;office
e4d7,Building Ngo,Humanitarian,building;city;non governmental organization;office
e4d8,Building Shield,Buildings,building;city;police;protect;safety
e4d8,Building Shield,Humanitarian,building;city;police;protect;safety
e4d8,Building Shield,Security,building;city;police;protect;safety
e4d9,Building Un,Buildings,building;city;office;united nations
e4d9,Building Un,Humanitarian,building;city;office;united nations
e4da,Building User,Buildings,apartment;building;city;employee;uer
e4da,Building User,Humanitarian,apartment;building;city;employee;uer
e4db,Building Wheat,Buildings,agriculture;building;city;usda
e4db,Building Wheat,Humanitarian,agriculture;building;city;usda
f0a1,Bullhorn,Business,Bullhorn;announcement;broadcast;loud;louder;loudspeaker;megaphone;public address;request;share
